Name,Team,Nationalaty,Position,age,Matches Played,Matches Starts,Minutes / Div By 90,Goals,Asissts,Yellows,Reds,Total Shots,Passes Attemted,Passes Total Distance,Short Passes,Medium Passes,Long Passes,Cross Passes,Head Pases,Tackeled,Tackeled Dribbels,Pressure Applying,Blocks,Shots Blocks,Clearence,Touches,Touches Defencive Penalty Area,Touches Defencive 3RD,Touches Mid 3RD,Touches Attacking 3RD,Touches Attacking Penalty Area,Touches Live Game,Dribbels Succes,Dribbels Attempted,Carries,Carries To Distance,Carries Proggresive,Carries Proggresive Foword,Carries Tackeled,Reciving Passes,Fouls Commited,Fouls Drawn,Tackele Won,looseBallRecovered,Aerial Duals Won,Aerial Duals Lost
Takumi Minamino,Liverpool,jp JPN,"FW,MF",26-343,13,5,5.9,5.0,1.0,1.0,0.0,13.0,112.0,1602.0,63.0,31.0,13.0,1.0,5.0,8.0,1.0,73.0,2.0,0.0,0.0,143.0,1.0,21.0,86.0,43.0,8.0,141.0,1.0,4.0,102.0,486.0,238.0,13.0,3.0,143.0,11.0,7.0,4.0,24.0,5.0,6.0
Tammy Abraham,Chelsea,eng ENG,FW,24-084,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanguy Ndombele,Tottenham,fr FRA,MF,24-362,13,9,8.8,2.0,1.0,2.0,0.0,11.0,256.0,3499.0,126.0,91.0,24.0,4.0,3.0,13.0,1.0,85.0,2.0,1.0,3.0,343.0,4.0,44.0,211.0,113.0,13.0,335.0,13.0,24.0,259.0,1258.0,776.0,51.0,18.0,302.0,7.0,12.0,10.0,37.0,2.0,3.0
Tariq Lamptey,Brighton,eng ENG,"DF,FW",21-086,10,6,6.0,0.0,1.0,1.0,0.0,5.0,268.0,3070.0,137.0,92.0,19.0,24.0,6.0,12.0,4.0,72.0,9.0,2.0,4.0,349.0,12.0,66.0,130.0,174.0,21.0,319.0,11.0,26.0,250.0,1376.0,923.0,50.0,11.0,312.0,12.0,19.0,6.0,38.0,3.0,9.0
Tariqe Fosu,Brentford,gh GHA,"FW,MF",26-050,2,1,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
Taylor Richards,Brighton,eng ENG,"MF,FW",21-021,4,2,2.0,0.0,0.0,0.0,0.0,5.0,26.0,428.0,8.0,14.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,31.0,0.0,3.0,14.0,16.0,0.0,31.0,0.0,1.0,26.0,123.0,59.0,3.0,1.0,29.0,3.0,8.0,4.0,4.0,0.0,1.0
Teddy Sharman,Chelsea,eng ENG,GK,18-340,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teden Mengi,Manchester Utd,eng ENG,DF,19-239,1,0,0.3,0.0,0.0,0.0,0.0,0.0,23.0,260.0,13.0,8.0,2.0,0.0,2.0,0.0,0.0,4.0,3.0,1.0,2.0,28.0,6.0,13.0,13.0,2.0,0.0,27.0,0.0,0.0,14.0,32.0,5.0,0.0,0.0,17.0,0.0,1.0,0.0,7.0,1.0,0.0
Teemu Pukki,Norwich City,fi FIN,FW,31-271,18,17,16.5,5.0,0.0,2.0,0.0,30.0,253.0,2862.0,131.0,87.0,14.0,11.0,15.0,10.0,1.0,318.0,11.0,1.0,2.0,393.0,3.0,28.0,176.0,210.0,81.0,351.0,11.0,28.0,236.0,1009.0,534.0,29.0,22.0,596.0,20.0,16.0,5.0,61.0,10.0,56.0
Theo Walcott,Southampton,eng ENG,"MF,FW",32-284,9,4,4.1,0.0,0.0,0.0,0.0,6.0,65.0,604.0,33.0,23.0,3.0,3.0,3.0,4.0,2.0,61.0,4.0,0.0,1.0,95.0,1.0,19.0,33.0,49.0,16.0,95.0,1.0,2.0,59.0,321.0,137.0,7.0,2.0,102.0,3.0,6.0,3.0,18.0,3.0,4.0
Thiago Alcántara,Liverpool,es ESP,MF,30-258,14,9,8.8,2.0,1.0,1.0,0.0,18.0,753.0,14086.0,255.0,328.0,155.0,1.0,23.0,31.0,6.0,146.0,9.0,1.0,10.0,845.0,24.0,165.0,539.0,200.0,21.0,837.0,3.0,9.0,611.0,2637.0,1362.0,73.0,5.0,660.0,13.0,11.0,24.0,124.0,22.0,10.0
Thiago Silva,Chelsea,br BRA,DF,37-094,20,16,17.8,2.0,1.0,2.0,0.0,16.0,1418.0,28001.0,400.0,726.0,271.0,0.0,59.0,19.0,7.0,98.0,35.0,20.0,78.0,1598.0,213.0,692.0,949.0,69.0,25.0,1563.0,4.0,5.0,1081.0,6152.0,3872.0,139.0,3.0,1195.0,8.0,9.0,12.0,183.0,48.0,19.0
Thomas Dickson-Peters,Norwich City,sct SCO,FW,19-100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Doyle,Manchester City,eng ENG,MF,20-069,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Mcgill,Brighton,eng ENG,GK,21-275,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Partey,Arsenal,gh GHA,MF,28-195,15,14,13.5,1.0,0.0,2.0,0.0,26.0,653.0,10888.0,257.0,264.0,119.0,1.0,23.0,28.0,10.0,166.0,21.0,3.0,24.0,799.0,44.0,237.0,465.0,157.0,11.0,783.0,9.0,15.0,525.0,2662.0,1422.0,49.0,10.0,569.0,24.0,12.0,23.0,120.0,15.0,13.0
Tim Iroegbunam,Aston Villa,,DF,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Krul,Norwich City,nl NED,GK,33-266,17,17,17.0,0.0,0.0,1.0,0.0,0.0,646.0,14470.0,54.0,187.0,402.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,697.0,590.0,690.0,10.0,0.0,0.0,507.0,0.0,0.0,300.0,1358.0,753.0,0.0,0.0,322.0,0.0,0.0,0.0,90.0,0.0,0.0
Timo Werner,Chelsea,de GER,FW,25-294,14,10,9.5,5.0,2.0,1.0,0.0,31.0,188.0,1766.0,105.0,54.0,9.0,17.0,7.0,3.0,0.0,142.0,5.0,0.0,2.0,285.0,1.0,16.0,111.0,181.0,67.0,277.0,7.0,17.0,221.0,1280.0,746.0,36.0,18.0,353.0,6.0,12.0,2.0,48.0,5.0,11.0
Timothy Castagne,Leicester City,be BEL,DF,26-020,19,16,17.6,0.0,0.0,1.0,0.0,2.0,993.0,12996.0,493.0,360.0,101.0,26.0,68.0,46.0,20.0,254.0,39.0,6.0,41.0,1184.0,59.0,370.0,555.0,319.0,25.0,1035.0,13.0,17.0,689.0,2918.0,1562.0,70.0,15.0,830.0,10.0,14.0,18.0,135.0,30.0,14.0
Tobi Omole,Tottenham,eng ENG,DF,22-008,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Todd Cantwell,Norwich City,eng ENG,"FW,MF",23-301,8,5,4.9,0.0,0.0,2.0,0.0,4.0,154.0,2078.0,70.0,60.0,16.0,3.0,8.0,15.0,4.0,106.0,2.0,0.0,3.0,215.0,5.0,50.0,109.0,70.0,7.0,210.0,5.0,11.0,159.0,608.0,289.0,15.0,12.0,205.0,6.0,12.0,11.0,32.0,4.0,5.0
Tom Cleverley,Watford,eng ENG,MF,32-135,13,9,8.2,0.0,2.0,1.0,0.0,5.0,307.0,3921.0,121.0,104.0,68.0,14.0,20.0,17.0,4.0,144.0,10.0,5.0,7.0,372.0,15.0,65.0,162.0,155.0,5.0,321.0,0.0,1.0,175.0,599.0,257.0,9.0,8.0,268.0,17.0,8.0,12.0,67.0,8.0,21.0
Tom Davies,Everton,eng ENG,MF,23-178,7,3,3.5,1.0,1.0,0.0,0.0,7.0,59.0,730.0,22.0,23.0,6.0,1.0,0.0,4.0,1.0,40.0,3.0,0.0,3.0,87.0,2.0,13.0,44.0,31.0,8.0,86.0,0.0,0.0,47.0,190.0,73.0,3.0,1.0,72.0,4.0,4.0,4.0,11.0,4.0,2.0
Tom Heaton,Manchester Utd,eng ENG,GK,35-254,1,0,0.3,0.0,0.0,0.0,0.0,0.0,11.0,206.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,10.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
Tomáš Souček,West Ham,cz CZE,MF,26-301,24,22,22.6,2.0,1.0,2.0,0.0,34.0,914.0,14542.0,369.0,373.0,139.0,9.0,64.0,44.0,13.0,281.0,30.0,6.0,67.0,1163.0,92.0,320.0,646.0,265.0,54.0,1154.0,7.0,13.0,639.0,2989.0,1415.0,55.0,9.0,871.0,34.0,14.0,26.0,203.0,69.0,78.0
Trent Alexander-Arnold,Liverpool,eng ENG,DF,23-079,19,19,18.6,2.0,10.0,2.0,0.0,31.0,1670.0,27342.0,572.0,589.0,468.0,74.0,32.0,28.0,17.0,160.0,24.0,2.0,30.0,1847.0,40.0,351.0,914.0,672.0,49.0,1530.0,13.0,22.0,1110.0,4333.0,2442.0,110.0,13.0,1265.0,11.0,9.0,18.0,178.0,12.0,12.0
Trevoh Chalobah,Chelsea,eng ENG,DF,22-173,17,14,14.3,3.0,0.0,1.0,0.0,9.0,628.0,10472.0,248.0,276.0,95.0,1.0,31.0,19.0,10.0,89.0,12.0,6.0,31.0,729.0,37.0,255.0,414.0,108.0,9.0,710.0,9.0,11.0,506.0,2285.0,1158.0,42.0,7.0,530.0,16.0,8.0,12.0,96.0,23.0,18.0
Troy Deeney,Watford,eng ENG,FW,33-179,2,0,0.3,0.0,0.0,0.0,0.0,2.0,6.0,38.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,3.0,11.0,2.0,2.0,1.0,8.0,5.0,11.0,0.0,0.0,3.0,7.0,4.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,4.0,3.0
Trézéguet,Aston Villa,eg EGY,"FW,MF",27-085,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Morton,Liverpool,eng ENG,MF,19-055,7,5,4.7,0.0,0.0,2.0,0.0,0.0,125.0,2266.0,46.0,52.0,23.0,0.0,5.0,3.0,1.0,51.0,2.0,0.0,2.0,142.0,4.0,39.0,95.0,14.0,1.0,140.0,1.0,2.0,90.0,307.0,105.0,4.0,0.0,98.0,6.0,3.0,2.0,27.0,7.0,6.0
Tyler Onyango,Everton,eng ENG,"FW,MF",18-296,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Roberts,Leeds United,wls WAL,"MF,FW",22-347,21,9,11.1,1.0,1.0,5.0,0.0,37.0,256.0,2950.0,126.0,76.0,32.0,15.0,8.0,13.0,8.0,130.0,8.0,1.0,8.0,368.0,9.0,63.0,177.0,160.0,41.0,356.0,7.0,19.0,268.0,1520.0,692.0,36.0,12.0,356.0,14.0,27.0,9.0,54.0,10.0,23.0
Tyrick Mitchell,Crystal Palace,eng ENG,DF,22-115,18,17,17.1,0.0,1.0,0.0,0.0,1.0,936.0,11657.0,367.0,385.0,135.0,23.0,35.0,51.0,22.0,310.0,30.0,2.0,37.0,1122.0,58.0,399.0,503.0,279.0,19.0,919.0,8.0,14.0,625.0,2555.0,1267.0,42.0,24.0,649.0,13.0,8.0,28.0,137.0,16.0,20.0
Tyrone Mings,Aston Villa,eng ENG,DF,28-287,16,15,15.4,1.0,1.0,4.0,0.0,12.0,656.0,11477.0,160.0,324.0,163.0,2.0,50.0,11.0,4.0,96.0,40.0,18.0,87.0,844.0,174.0,501.0,313.0,72.0,34.0,809.0,4.0,5.0,420.0,2334.0,1108.0,21.0,2.0,501.0,17.0,12.0,6.0,150.0,48.0,25.0
Valentino Livramento,Southampton,eng ENG,DF,19-043,18,17,17.4,1.0,0.0,2.0,0.0,8.0,757.0,9371.0,360.0,284.0,88.0,39.0,41.0,38.0,18.0,239.0,32.0,6.0,35.0,983.0,58.0,291.0,469.0,314.0,33.0,836.0,22.0,37.0,567.0,4117.0,2422.0,94.0,22.0,551.0,16.0,31.0,23.0,155.0,18.0,26.0
Vicente Guaita,Crystal Palace,es ESP,GK,34-349,16,16,16.0,0.0,0.0,1.0,0.0,0.0,500.0,10597.0,102.0,157.0,236.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,539.0,494.0,538.0,1.0,0.0,0.0,413.0,0.0,0.0,265.0,1037.0,525.0,0.0,0.0,252.0,0.0,1.0,0.0,71.0,0.0,0.0
Victor Lindelöf,Manchester Utd,se SWE,DF,27-161,18,17,17.1,0.0,2.0,2.0,0.0,2.0,835.0,16012.0,228.0,432.0,163.0,0.0,41.0,10.0,6.0,83.0,27.0,12.0,78.0,982.0,158.0,586.0,435.0,34.0,4.0,962.0,0.0,1.0,586.0,3714.0,1819.0,36.0,2.0,645.0,11.0,7.0,7.0,160.0,35.0,13.0
Viljami Sinisalo,Aston Villa,fi FIN,GK,20-075,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincent Angelini,Watford,sct SCO,GK,18-104,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virgil van Dijk,Liverpool,nl NED,DF,30-170,19,19,19.0,1.0,1.0,2.0,0.0,19.0,1396.0,29356.0,362.0,700.0,321.0,0.0,59.0,15.0,7.0,59.0,22.0,12.0,96.0,1575.0,185.0,761.0,847.0,46.0,22.0,1524.0,1.0,2.0,1003.0,4127.0,2227.0,62.0,1.0,1149.0,5.0,6.0,9.0,212.0,71.0,26.0
Vitaly Janelt,Brentford,de GER,MF,23-229,15,14,12.9,1.0,0.0,3.0,0.0,9.0,464.0,6586.0,170.0,191.0,85.0,18.0,24.0,30.0,10.0,193.0,26.0,4.0,16.0,584.0,34.0,184.0,299.0,129.0,15.0,539.0,6.0,7.0,307.0,1588.0,799.0,28.0,6.0,394.0,23.0,21.0,23.0,104.0,16.0,13.0
Vladimír Coufal,West Ham,cz CZE,DF,29-125,18,13,14.4,0.0,3.0,3.0,1.0,9.0,754.0,8985.0,290.0,303.0,130.0,45.0,47.0,21.0,6.0,166.0,29.0,2.0,35.0,869.0,52.0,265.0,347.0,318.0,20.0,729.0,7.0,9.0,462.0,2675.0,1340.0,50.0,6.0,538.0,20.0,12.0,10.0,141.0,14.0,21.0
Vontae Daley Campbell,Leicester City,eng ENG,DF,20-267,1,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Wanya Marcal-Madivadua,Leicester City,eng ENG,MF,19-067,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wayne Hennessey,Burnley,wls WAL,GK,34-335,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley Moraes,Aston Villa,br BRA,FW,25-029,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,2.0
Wilfred Ndidi,Leicester City,ng NGA,MF,25-009,19,18,18.4,1.0,0.0,5.0,1.0,15.0,821.0,12071.0,359.0,339.0,89.0,3.0,36.0,67.0,17.0,391.0,28.0,3.0,40.0,1030.0,62.0,328.0,602.0,138.0,15.0,1015.0,6.0,10.0,613.0,2808.0,1098.0,39.0,13.0,662.0,32.0,22.0,51.0,192.0,43.0,29.0
Wilfried Zaha,Crystal Palace,ci CIV,FW,29-045,17,16,16.1,5.0,1.0,3.0,0.0,27.0,481.0,5951.0,227.0,169.0,49.0,33.0,5.0,22.0,6.0,298.0,10.0,0.0,2.0,766.0,6.0,79.0,362.0,401.0,73.0,750.0,34.0,73.0,650.0,3278.0,1991.0,114.0,73.0,837.0,24.0,67.0,18.0,111.0,13.0,23.0
Will Hughes,Crystal Palace,eng ENG,MF,26-252,3,2,1.9,0.0,1.0,0.0,0.0,0.0,95.0,1305.0,38.0,37.0,16.0,1.0,5.0,5.0,0.0,33.0,2.0,1.0,2.0,111.0,5.0,32.0,63.0,24.0,1.0,102.0,2.0,2.0,69.0,389.0,229.0,7.0,3.0,78.0,4.0,4.0,3.0,19.0,1.0,3.0
Will Norris,Burnley,eng ENG,GK,28-135,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Smallbone,Southampton,ie IRL,MF,21-307,2,1,1.3,0.0,0.0,0.0,0.0,3.0,15.0,113.0,5.0,6.0,2.0,7.0,1.0,2.0,0.0,18.0,1.0,0.0,1.0,28.0,2.0,6.0,10.0,12.0,4.0,27.0,0.0,1.0,14.0,67.0,38.0,2.0,0.0,18.0,1.0,1.0,1.0,6.0,2.0,3.0
William Troost-Ekong,Watford,ng NGA,DF,28-115,16,15,15.3,0.0,0.0,3.0,0.0,3.0,530.0,11028.0,72.0,262.0,189.0,1.0,34.0,16.0,6.0,96.0,27.0,13.0,82.0,670.0,141.0,440.0,249.0,16.0,4.0,655.0,1.0,2.0,339.0,2113.0,1361.0,22.0,0.0,400.0,17.0,1.0,10.0,108.0,32.0,13.0
Willy Boly,Wolves,ci CIV,DF,30-325,1,1,1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Willy Caballero,Southampton,ar ARG,GK,40-088,2,2,2.0,0.0,0.0,1.0,0.0,0.0,59.0,1548.0,4.0,14.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,54.0,68.0,0.0,0.0,0.0,50.0,0.0,0.0,37.0,222.0,113.0,0.0,0.0,34.0,0.0,0.0,0.0,6.0,0.0,0.0
Xavier Mbuyamba,Chelsea,nl NED,DF,19-359,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavier Simons,Chelsea,eng ENG,MF,18-308,1,1,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Yan Couto,Manchester City,br BRA,DF,19-205,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yan Valery,Southampton,fr FRA,DF,22-306,3,3,3.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0
Yerry Mina,Everton,co COL,DF,27-093,7,6,5.4,0.0,0.0,1.0,0.0,2.0,176.0,3052.0,48.0,82.0,34.0,2.0,13.0,10.0,4.0,42.0,10.0,6.0,33.0,239.0,62.0,151.0,91.0,8.0,6.0,235.0,0.0,0.0,123.0,699.0,312.0,5.0,0.0,132.0,2.0,2.0,6.0,36.0,21.0,6.0
Yerson Mosquera,Wolves,co COL,DF,20-237,1,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoane Wissa,Brentford,cd COD,"FW,MF",25-113,11,4,4.6,5.0,0.0,0.0,0.0,16.0,42.0,341.0,26.0,12.0,1.0,6.0,4.0,2.0,0.0,30.0,1.0,0.0,1.0,67.0,0.0,11.0,31.0,33.0,10.0,66.0,3.0,3.0,41.0,210.0,117.0,7.0,6.0,93.0,5.0,7.0,6.0,15.0,3.0,7.0
Youri Tielemans,Leicester City,be BEL,MF,24-232,20,19,18.7,5.0,3.0,2.0,0.0,35.0,1042.0,15665.0,408.0,418.0,190.0,17.0,27.0,30.0,15.0,237.0,32.0,10.0,22.0,1220.0,50.0,259.0,682.0,347.0,26.0,1149.0,15.0,20.0,837.0,3210.0,1818.0,78.0,14.0,969.0,26.0,36.0,26.0,146.0,13.0,19.0
Yves Bissouma,Brighton,ml MLI,MF,25-117,13,12,11.8,0.0,1.0,5.0,0.0,9.0,607.0,10222.0,258.0,251.0,85.0,2.0,17.0,38.0,11.0,182.0,16.0,0.0,20.0,736.0,43.0,213.0,422.0,163.0,12.0,724.0,20.0,25.0,522.0,3182.0,1520.0,56.0,11.0,528.0,15.0,13.0,25.0,121.0,9.0,7.0
Zack Steffen,Manchester City,us USA,GK,26-267,5,5,5.3,0.0,0.0,0.0,0.0,0.0,61.0,1062.0,24.0,22.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,60.0,69.0,1.0,0.0,0.0,58.0,0.0,0.0,34.0,97.0,48.0,0.0,0.0,36.0,0.0,1.0,0.0,9.0,0.0,0.0
Zidane Iqbal,Manchester Utd,iq IRQ,MF,18-242,1,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,65.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,4.0,22.0,10.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0
Álvaro Fernández,Brentford,es ESP,GK,23-256,11,11,11.0,0.0,0.0,0.0,0.0,0.0,290.0,5770.0,39.0,95.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,254.0,307.0,6.0,0.0,0.0,258.0,0.0,0.0,168.0,745.0,455.0,0.0,0.0,174.0,1.0,0.0,0.0,40.0,0.0,0.0
Çağlar Söyüncü,Leicester City,tr TUR,DF,25-216,26,25,24.9,1.0,0.0,4.0,0.0,6.0,1381.0,23330.0,443.0,680.0,229.0,7.0,61.0,38.0,16.0,191.0,40.0,17.0,100.0,1605.0,205.0,831.0,811.0,73.0,12.0,1569.0,5.0,6.0,1032.0,5814.0,2864.0,71.0,5.0,1104.0,30.0,15.0,23.0,237.0,80.0,34.0
İlkay Gündoğan,Manchester City,de GER,MF,31-062,19,16,16.2,3.0,5.0,1.0,0.0,43.0,865.0,12863.0,396.0,311.0,126.0,27.0,21.0,16.0,6.0,130.0,9.0,2.0,6.0,983.0,17.0,102.0,514.0,432.0,71.0,911.0,12.0,19.0,669.0,3329.0,1557.0,88.0,14.0,872.0,14.0,14.0,7.0,88.0,10.0,3.0
Łukasz Fabiański,West Ham,pl POL,GK,36-251,18,18,18.0,0.0,0.0,0.0,0.0,0.0,469.0,11540.0,23.0,112.0,332.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,466.0,500.0,0.0,0.0,0.0,332.0,0.0,0.0,192.0,877.0,438.0,0.0,0.0,193.0,0.0,3.0,0.0,59.0,0.0,0.0
