Name,Team,Nationalaty,Position,age,Matches Played,Matches Starts,Minutes / Div By 90,Goals,Asissts,Yellows,Reds,Total Shots,Passes Attemted,Passes Total Distance,Short Passes,Medium Passes,Long Passes,Cross Passes,Head Pases,Tackeled,Tackeled Dribbels,Pressure Applying,Blocks,Shots Blocks,Clearence,Touches,Touches Defencive Penalty Area,Touches Defencive 3RD,Touches Mid 3RD,Touches Attacking 3RD,Touches Attacking Penalty Area,Touches Live Game,Dribbels Succes,Dribbels Attempted,Carries,Carries To Distance,Carries Proggresive,Carries Proggresive Foword,Carries Tackeled,Reciving Passes,Fouls Commited,Fouls Drawn,Tackele Won,looseBallRecovered,Aerial Duals Won,Aerial Duals Lost
Max Woltman,Liverpool,eng ENG,MF,18-127,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxwel Cornet,Burnley,ci CIV,"FW,MF",25-089,11,9,7.4,5.0,1.0,2.0,0.0,18.0,132.0,1313.0,68.0,40.0,15.0,15.0,8.0,6.0,0.0,95.0,2.0,2.0,5.0,201.0,10.0,36.0,74.0,104.0,24.0,194.0,5.0,12.0,124.0,592.0,279.0,13.0,10.0,269.0,8.0,7.0,6.0,36.0,17.0,22.0
Maxwell Haygarth,Brentford,eng ENG,MF,19-338,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Craig,Tottenham,sct SCO,MF,18-253,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Keane,Everton,eng ENG,DF,28-348,19,18,18.1,1.0,2.0,0.0,0.0,13.0,621.0,11643.0,152.0,253.0,205.0,0.0,62.0,28.0,13.0,108.0,33.0,20.0,81.0,806.0,130.0,448.0,370.0,32.0,14.0,795.0,4.0,5.0,388.0,2254.0,1001.0,27.0,1.0,428.0,7.0,4.0,23.0,180.0,65.0,33.0
Michael Obafemi,Southampton,ie IRL,FW,21-172,1,0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Michael Olise,Crystal Palace,fr FRA,"FW,MF",20-013,12,2,3.3,1.0,2.0,2.0,0.0,5.0,198.0,2538.0,74.0,89.0,30.0,16.0,3.0,7.0,1.0,80.0,6.0,0.0,2.0,256.0,4.0,25.0,114.0,144.0,17.0,236.0,4.0,13.0,171.0,1161.0,774.0,43.0,12.0,221.0,8.0,7.0,6.0,20.0,5.0,5.0
Michail Antonio,West Ham,jm JAM,FW,31-272,19,19,18.2,7.0,5.0,5.0,1.0,48.0,416.0,4344.0,201.0,120.0,43.0,31.0,19.0,18.0,4.0,255.0,14.0,0.0,5.0,693.0,9.0,46.0,264.0,432.0,114.0,679.0,25.0,52.0,523.0,2496.0,1454.0,80.0,57.0,965.0,28.0,35.0,14.0,85.0,38.0,79.0
Michał Karbownik,Brighton,pl POL,DF,20-287,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Miguel Almirón,Newcastle Utd,py PAR,MF,27-318,16,11,10.7,0.0,0.0,1.0,0.0,15.0,264.0,3347.0,133.0,87.0,28.0,15.0,8.0,33.0,10.0,230.0,15.0,1.0,6.0,404.0,12.0,88.0,164.0,182.0,31.0,400.0,8.0,19.0,282.0,1906.0,922.0,47.0,23.0,348.0,13.0,17.0,19.0,71.0,4.0,11.0
Milot Rashica,Norwich City,xk KVX,"FW,MF",25-180,14,8,9.2,0.0,1.0,0.0,0.0,18.0,254.0,3126.0,92.0,85.0,66.0,33.0,13.0,13.0,7.0,123.0,12.0,1.0,8.0,380.0,11.0,72.0,156.0,187.0,23.0,342.0,10.0,27.0,244.0,1924.0,1320.0,48.0,19.0,331.0,12.0,20.0,11.0,64.0,8.0,15.0
Mohamed Elneny,Arsenal,eg EGY,MF,29-167,8,4,4.5,0.0,1.0,0.0,0.0,1.0,105.0,1795.0,45.0,38.0,17.0,1.0,2.0,3.0,1.0,21.0,2.0,0.0,2.0,117.0,7.0,32.0,69.0,25.0,3.0,116.0,0.0,1.0,93.0,424.0,153.0,2.0,0.0,83.0,2.0,2.0,4.0,25.0,2.0,1.0
Mohamed Elyounoussi,Southampton,no NOR,MF,27-143,14,10,10.1,4.0,2.0,2.0,0.0,31.0,256.0,2623.0,133.0,84.0,26.0,17.0,15.0,18.0,4.0,174.0,12.0,0.0,11.0,391.0,11.0,48.0,188.0,192.0,40.0,388.0,6.0,14.0,263.0,1659.0,959.0,53.0,25.0,353.0,17.0,15.0,14.0,62.0,17.0,29.0
Mohamed Salah,Liverpool,eg EGY,FW,29-193,24,24,22.9,22.0,9.0,1.0,0.0,87.0,840.0,9336.0,483.0,261.0,53.0,40.0,18.0,11.0,3.0,302.0,7.0,1.0,2.0,1151.0,2.0,45.0,367.0,811.0,223.0,1131.0,45.0,97.0,872.0,3909.0,2479.0,158.0,64.0,1435.0,7.0,22.0,5.0,124.0,6.0,35.0
Mohammed Salisu,Southampton,gh GHA,DF,22-252,18,17,18.3,1.0,0.0,6.0,0.0,11.0,846.0,13153.0,267.0,415.0,150.0,8.0,64.0,37.0,19.0,147.0,28.0,14.0,103.0,1062.0,138.0,545.0,510.0,77.0,16.0,1010.0,7.0,9.0,577.0,3708.0,1830.0,55.0,3.0,581.0,29.0,8.0,29.0,200.0,70.0,33.0
Moise Kean,Everton,it ITA,FW,21-300,2,1,0.7,0.0,0.0,0.0,1.0,2.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
Moisés Caicedo,Brighton,ec ECU,MF,20-053,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Morgan Gibbs-White,Wolves,eng ENG,"FW,MF",21-332,3,1,1.1,1.0,0.0,1.0,0.0,4.0,10.0,74.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,13.0,0.0,3.0,3.0,8.0,3.0,12.0,0.0,0.0,7.0,18.0,12.0,1.0,0.0,9.0,4.0,1.0,0.0,3.0,0.0,2.0
Morgan Sanson,Aston Villa,fr FRA,MF,27-129,4,1,1.1,0.0,0.0,0.0,0.0,0.0,28.0,291.0,12.0,11.0,4.0,1.0,3.0,2.0,0.0,22.0,3.0,0.0,1.0,40.0,3.0,12.0,18.0,13.0,1.0,40.0,2.0,2.0,25.0,164.0,112.0,6.0,2.0,26.0,1.0,4.0,2.0,10.0,2.0,0.0
Moussa Djenepo,Southampton,ml MLI,MF,23-193,10,7,7.0,0.0,0.0,4.0,0.0,11.0,136.0,1566.0,69.0,41.0,17.0,10.0,4.0,13.0,5.0,101.0,9.0,1.0,3.0,235.0,7.0,44.0,93.0,110.0,25.0,235.0,13.0,26.0,172.0,922.0,628.0,28.0,14.0,176.0,13.0,14.0,10.0,52.0,2.0,7.0
Moussa Sissoko,Watford,fr FRA,MF,32-131,15,14,14.0,0.0,1.0,2.0,0.0,11.0,473.0,7232.0,187.0,190.0,78.0,9.0,51.0,18.0,8.0,170.0,18.0,5.0,29.0,585.0,47.0,171.0,328.0,127.0,14.0,574.0,18.0,22.0,321.0,1959.0,984.0,33.0,13.0,363.0,18.0,6.0,9.0,163.0,28.0,14.0
Myles Peart-Harris,Brentford,eng ENG,MF,19-098,1,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N'Golo Kanté,Chelsea,fr FRA,MF,30-271,14,11,9.0,2.0,0.0,1.0,0.0,10.0,455.0,6164.0,230.0,178.0,29.0,6.0,7.0,21.0,3.0,119.0,17.0,2.0,3.0,554.0,12.0,104.0,273.0,217.0,16.0,552.0,16.0,22.0,399.0,2192.0,1155.0,55.0,15.0,461.0,9.0,10.0,13.0,65.0,9.0,10.0
Naby Keïta,Liverpool,gn GUI,MF,26-318,14,9,7.6,3.0,1.0,1.0,0.0,21.0,367.0,4912.0,196.0,124.0,27.0,6.0,11.0,23.0,12.0,166.0,15.0,1.0,1.0,457.0,7.0,54.0,291.0,140.0,17.0,448.0,7.0,10.0,317.0,1675.0,981.0,54.0,12.0,371.0,20.0,10.0,20.0,67.0,1.0,8.0
Nampalys Mendy,Leicester City,sn SEN,MF,29-185,1,0,0.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nathan Aké,Manchester City,nl NED,DF,26-310,11,8,9.1,2.0,0.0,0.0,0.0,7.0,485.0,8910.0,170.0,250.0,62.0,0.0,8.0,7.0,2.0,47.0,8.0,5.0,26.0,550.0,52.0,251.0,304.0,46.0,9.0,540.0,0.0,1.0,402.0,2374.0,1694.0,38.0,0.0,450.0,9.0,3.0,4.0,42.0,26.0,8.0
Nathan Broadhead,Everton,wls WAL,"FW,MF",23-264,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Collins,Burnley,ie IRL,DF,20-239,8,8,8.0,0.0,0.0,2.0,0.0,2.0,160.0,2496.0,42.0,63.0,48.0,0.0,19.0,12.0,2.0,44.0,16.0,8.0,25.0,223.0,46.0,126.0,93.0,10.0,7.0,220.0,0.0,1.0,91.0,465.0,170.0,3.0,1.0,84.0,8.0,6.0,13.0,70.0,23.0,14.0
Nathan Redmond,Southampton,eng ENG,"MF,FW",27-294,16,13,13.1,1.0,5.0,0.0,0.0,21.0,404.0,4727.0,175.0,146.0,62.0,40.0,17.0,10.0,3.0,213.0,25.0,0.0,11.0,525.0,16.0,67.0,231.0,270.0,34.0,501.0,13.0,25.0,345.0,2350.0,1365.0,74.0,11.0,476.0,14.0,15.0,8.0,73.0,9.0,31.0
Nathan Tella,Southampton,eng ENG,"MF,FW",22-173,11,8,7.3,1.0,1.0,1.0,0.0,14.0,98.0,864.0,51.0,28.0,10.0,8.0,7.0,7.0,1.0,157.0,9.0,0.0,2.0,192.0,5.0,31.0,82.0,96.0,17.0,188.0,7.0,20.0,137.0,824.0,505.0,20.0,15.0,193.0,15.0,14.0,3.0,40.0,4.0,16.0
Nathan Young-Coombes,Brentford,eng ENG,FW,18-344,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathaniel Clyne,Crystal Palace,eng ENG,DF,30-264,2,1,1.0,0.0,0.0,1.0,0.0,0.0,43.0,456.0,17.0,18.0,7.0,0.0,1.0,3.0,1.0,9.0,2.0,1.0,2.0,54.0,2.0,27.0,21.0,9.0,0.0,40.0,0.0,0.0,19.0,79.0,34.0,0.0,0.0,25.0,1.0,0.0,1.0,7.0,1.0,1.0
Nathaniel Phillips,Liverpool,eng ENG,DF,24-279,3,1,1.5,0.0,0.0,0.0,0.0,0.0,46.0,985.0,6.0,19.0,21.0,0.0,3.0,1.0,0.0,12.0,1.0,1.0,3.0,54.0,7.0,39.0,16.0,2.0,1.0,53.0,1.0,1.0,26.0,214.0,127.0,1.0,0.0,34.0,2.0,0.0,0.0,10.0,7.0,1.0
Neal Maupay,Brighton,fr FRA,FW,25-133,15,12,11.5,6.0,0.0,4.0,0.0,27.0,254.0,2869.0,148.0,71.0,12.0,2.0,8.0,10.0,3.0,219.0,10.0,3.0,2.0,368.0,6.0,27.0,156.0,208.0,52.0,346.0,8.0,18.0,241.0,1066.0,436.0,29.0,18.0,529.0,11.0,20.0,7.0,41.0,5.0,34.0
Neco Williams,Liverpool,wls WAL,DF,20-256,6,4,4.1,0.0,2.0,0.0,0.0,6.0,136.0,1792.0,73.0,40.0,18.0,15.0,8.0,5.0,4.0,46.0,10.0,1.0,1.0,164.0,3.0,38.0,84.0,54.0,6.0,142.0,7.0,9.0,110.0,558.0,307.0,17.0,2.0,115.0,5.0,10.0,4.0,20.0,0.0,8.0
Nemanja Matić,Manchester Utd,rs SRB,MF,33-146,15,7,7.9,0.0,2.0,1.0,0.0,6.0,481.0,8178.0,175.0,217.0,78.0,0.0,21.0,16.0,5.0,89.0,12.0,3.0,14.0,558.0,38.0,199.0,330.0,80.0,3.0,543.0,5.0,6.0,368.0,2188.0,1287.0,49.0,8.0,401.0,13.0,9.0,13.0,80.0,17.0,10.0
Nick Pope,Burnley,eng ENG,GK,29-250,17,17,17.0,0.0,0.0,0.0,0.0,0.0,432.0,11024.0,11.0,46.0,375.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,480.0,412.0,473.0,9.0,0.0,0.0,311.0,1.0,1.0,189.0,1334.0,789.0,0.0,0.0,132.0,0.0,2.0,0.0,66.0,0.0,0.0
Nicolas Nkoulou,Watford,cm CMR,DF,31-273,3,2,1.9,0.0,0.0,0.0,0.0,0.0,53.0,1088.0,11.0,27.0,14.0,0.0,2.0,1.0,0.0,7.0,5.0,2.0,10.0,71.0,11.0,38.0,33.0,2.0,0.0,70.0,1.0,1.0,42.0,126.0,47.0,0.0,1.0,41.0,1.0,0.0,0.0,13.0,1.0,1.0
Nicolas Pépé,Arsenal,ci CIV,"FW,MF",26-210,11,8,8.5,2.0,5.0,0.0,0.0,23.0,240.0,3088.0,115.0,78.0,36.0,13.0,5.0,9.0,2.0,81.0,10.0,0.0,2.0,341.0,10.0,53.0,104.0,202.0,43.0,302.0,11.0,25.0,234.0,1043.0,507.0,31.0,14.0,285.0,9.0,9.0,9.0,39.0,9.0,20.0
Niels Nkounkou,Everton,fr FRA,DF,21-054,1,1,0.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Vlašić,West Ham,hr CRO,"MF,FW",24-082,14,8,7.5,0.0,2.0,0.0,0.0,11.0,201.0,2459.0,112.0,60.0,16.0,10.0,4.0,10.0,3.0,146.0,7.0,0.0,2.0,268.0,2.0,26.0,137.0,124.0,29.0,265.0,4.0,7.0,206.0,1294.0,669.0,42.0,11.0,271.0,11.0,14.0,13.0,33.0,4.0,12.0
Nile John,Tottenham,eng ENG,DF,18-294,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nohan Kenneh,Leeds United,eng ENG,MF,18-349,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuno Tavares,Arsenal,pt POR,DF,21-333,17,9,10.1,0.0,2.0,1.0,0.0,20.0,401.0,5965.0,173.0,157.0,54.0,34.0,9.0,11.0,1.0,73.0,12.0,3.0,19.0,499.0,25.0,153.0,203.0,181.0,29.0,443.0,16.0,27.0,339.0,1777.0,1083.0,53.0,7.0,333.0,17.0,14.0,9.0,49.0,17.0,10.0
Nélson Semedo,Wolves,pt POR,DF,28-039,17,16,15.9,0.0,0.0,1.0,0.0,12.0,742.0,8837.0,373.0,256.0,80.0,17.0,14.0,41.0,21.0,247.0,32.0,2.0,39.0,949.0,59.0,280.0,401.0,351.0,33.0,826.0,25.0,45.0,621.0,3254.0,2081.0,100.0,21.0,641.0,15.0,17.0,30.0,120.0,14.0,21.0
Odeluga Offiah,Brighton,eng ENG,DF,19-060,1,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Odsonne Édouard,Crystal Palace,fr FRA,FW,23-343,14,9,8.8,3.0,1.0,0.0,0.0,22.0,210.0,2073.0,128.0,63.0,7.0,4.0,11.0,9.0,1.0,171.0,15.0,2.0,11.0,344.0,13.0,37.0,164.0,164.0,41.0,330.0,17.0,32.0,214.0,1060.0,681.0,30.0,27.0,396.0,13.0,5.0,5.0,52.0,25.0,29.0
Oghenekaro Etebo,Watford,ng NGA,MF,26-046,7,5,5.1,0.0,0.0,3.0,0.0,3.0,147.0,3111.0,34.0,79.0,33.0,2.0,2.0,12.0,4.0,62.0,5.0,1.0,6.0,180.0,14.0,64.0,110.0,18.0,0.0,171.0,4.0,5.0,139.0,627.0,284.0,10.0,2.0,110.0,9.0,7.0,12.0,33.0,2.0,2.0
Oleksandr Zinchenko,Manchester City,ua UKR,DF,25-010,11,8,8.7,0.0,2.0,1.0,0.0,8.0,548.0,8065.0,271.0,199.0,55.0,10.0,20.0,12.0,2.0,67.0,7.0,1.0,11.0,607.0,16.0,106.0,341.0,203.0,7.0,555.0,3.0,5.0,416.0,2043.0,1170.0,68.0,5.0,455.0,8.0,7.0,6.0,67.0,9.0,7.0
Oliver Ewing,Leicester City,wls WAL,MF,18-356,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Skipp,Tottenham,eng ENG,MF,21-100,21,18,18.3,0.0,0.0,6.0,0.0,3.0,610.0,9973.0,237.0,292.0,67.0,3.0,18.0,24.0,11.0,208.0,21.0,9.0,10.0,712.0,28.0,164.0,500.0,80.0,2.0,699.0,2.0,3.0,474.0,2107.0,1081.0,48.0,9.0,531.0,19.0,17.0,17.0,104.0,7.0,12.0
Ollie Watkins,Aston Villa,eng ENG,FW,25-360,15,14,14.1,5.0,1.0,3.0,0.0,34.0,336.0,3552.0,189.0,96.0,25.0,10.0,20.0,8.0,0.0,217.0,25.0,1.0,12.0,523.0,13.0,30.0,217.0,303.0,85.0,509.0,16.0,29.0,332.0,1441.0,864.0,54.0,39.0,667.0,15.0,26.0,7.0,60.0,33.0,62.0
Oriol Romeu,Southampton,es ESP,MF,30-092,18,17,17.0,0.0,1.0,5.0,0.0,12.0,792.0,12150.0,338.0,315.0,118.0,5.0,53.0,37.0,9.0,255.0,22.0,5.0,31.0,939.0,46.0,240.0,565.0,195.0,16.0,923.0,12.0,20.0,564.0,2762.0,1528.0,71.0,5.0,614.0,29.0,12.0,27.0,208.0,32.0,27.0
Owen Beck,Liverpool,wls WAL,DF,19-138,2,0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Owen Dodgson,Burnley,eng ENG,DF,18-281,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ozan Kabak,Norwich City,tr TUR,DF,21-275,8,8,7.2,0.0,0.0,2.0,0.0,4.0,311.0,5525.0,77.0,170.0,53.0,0.0,14.0,4.0,0.0,57.0,14.0,10.0,27.0,387.0,56.0,250.0,151.0,15.0,5.0,376.0,11.0,15.0,253.0,1304.0,749.0,12.0,5.0,265.0,11.0,10.0,3.0,52.0,23.0,16.0
Ozan Tufan,Watford,tr TUR,MF,26-277,7,4,4.0,0.0,0.0,0.0,0.0,7.0,105.0,1399.0,40.0,36.0,20.0,6.0,7.0,3.0,1.0,60.0,2.0,0.0,3.0,129.0,4.0,19.0,74.0,47.0,8.0,120.0,1.0,2.0,70.0,428.0,190.0,7.0,5.0,108.0,8.0,2.0,1.0,32.0,2.0,7.0
Pablo Fornals,West Ham,es ESP,"FW,MF",25-306,26,17,18.0,4.0,2.0,3.0,0.0,30.0,690.0,9484.0,273.0,266.0,110.0,29.0,12.0,33.0,16.0,362.0,29.0,2.0,11.0,887.0,21.0,141.0,406.0,385.0,49.0,852.0,12.0,29.0,606.0,3034.0,1618.0,86.0,22.0,780.0,20.0,21.0,25.0,118.0,17.0,22.0
Pablo Marí,Arsenal,es ESP,DF,28-116,3,3,3.0,0.0,0.0,1.0,0.0,1.0,86.0,1640.0,26.0,41.0,17.0,0.0,11.0,6.0,4.0,19.0,6.0,4.0,11.0,114.0,15.0,55.0,61.0,7.0,3.0,113.0,1.0,1.0,59.0,353.0,190.0,4.0,0.0,66.0,2.0,3.0,2.0,17.0,5.0,4.0
Pascal Groß,Brighton,de GER,"MF,DF",30-193,13,11,10.9,0.0,2.0,0.0,0.0,13.0,579.0,8843.0,206.0,227.0,120.0,36.0,7.0,15.0,7.0,131.0,17.0,2.0,14.0,665.0,24.0,137.0,290.0,267.0,22.0,576.0,2.0,4.0,387.0,1814.0,784.0,46.0,9.0,508.0,5.0,6.0,10.0,72.0,3.0,16.0
Pascal Struijk,Leeds United,nl NED,"DF,MF",22-136,14,11,11.3,0.0,0.0,3.0,1.0,5.0,488.0,8912.0,144.0,248.0,83.0,0.0,21.0,27.0,9.0,180.0,23.0,8.0,31.0,604.0,73.0,305.0,271.0,55.0,3.0,579.0,2.0,3.0,353.0,1756.0,903.0,15.0,8.0,385.0,20.0,4.0,20.0,91.0,16.0,16.0
Patrick Bamford,Leeds United,eng ENG,FW,28-111,7,5,5.3,2.0,3.0,2.0,0.0,19.0,88.0,1121.0,46.0,26.0,11.0,3.0,7.0,2.0,1.0,94.0,6.0,3.0,8.0,151.0,10.0,22.0,67.0,72.0,31.0,138.0,3.0,7.0,90.0,343.0,152.0,8.0,6.0,216.0,5.0,6.0,1.0,17.0,4.0,13.0
Patrik Gunnarsson,Brentford,is ISL,GK,21-040,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patson Daka,Leicester City,zm ZAM,"FW,MF",23-077,17,9,9.9,7.0,4.0,0.0,0.0,32.0,133.0,1487.0,73.0,45.0,4.0,7.0,6.0,6.0,0.0,132.0,8.0,0.0,2.0,239.0,4.0,21.0,86.0,142.0,48.0,231.0,4.0,12.0,138.0,486.0,270.0,17.0,11.0,315.0,11.0,15.0,4.0,38.0,12.0,22.0
Paul Pogba,Manchester Utd,fr FRA,"MF,FW",28-285,13,10,9.9,0.0,7.0,4.0,1.0,22.0,592.0,10366.0,213.0,229.0,126.0,11.0,12.0,14.0,3.0,174.0,10.0,2.0,15.0,729.0,14.0,113.0,444.0,221.0,28.0,723.0,23.0,33.0,522.0,2202.0,1254.0,62.0,22.0,636.0,31.0,16.0,4.0,94.0,21.0,18.0
Phil Bardsley,Burnley,sct SCO,DF,36-180,2,2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Phil Foden,Manchester City,eng ENG,FW,21-211,18,13,13.1,6.0,6.0,0.0,0.0,41.0,608.0,7831.0,318.0,177.0,92.0,44.0,15.0,10.0,4.0,212.0,10.0,1.0,0.0,742.0,5.0,34.0,268.0,472.0,97.0,682.0,11.0,22.0,545.0,2431.0,1177.0,75.0,33.0,730.0,7.0,15.0,7.0,57.0,4.0,19.0
Phil Jones,Manchester Utd,eng ENG,"DF,MF",29-307,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philippe Sandler,Manchester City,nl NED,DF,24-318,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierluigi Gollini,Tottenham,it ITA,GK,26-282,6,6,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
