Name,Team,Nationalaty,Position,age,Matches Played_x,Matches Starts_x,Minutes / Div By 90_x,Goals_x,Asissts_x,Yellows_x,Reds_x,Total Shots_x,Passes Attemted_x,Passes Total Distance_x,Short Passes_x,Medium Passes_x,Long Passes_x,Cross Passes_x,Head Pases_x,Tackeled_x,Tackeled Dribbels_x,Pressure Applying_x,Blocks_x,Shots Blocks_x,Clearence_x,Touches_x,Touches Defencive Penalty Area_x,Touches Defencive 3RD_x,Touches Mid 3RD_x,Touches Attacking 3RD_x,Touches Attacking Penalty Area_x,Touches Live Game_x,Dribbels Succes_x,Dribbels Attempted_x,Carries_x,Carries To Distance_x,Carries Proggresive_x,Carries Proggresive Foword_x,Carries Tackeled_x,Reciving Passes_x,Fouls Commited_x,Fouls Drawn_x,Tackele Won_x,looseBallRecovered_x,Aerial Duals Won_x,Aerial Duals Lost_x,Matches Played_y,Matches Starts_y,Minutes / Div By 90_y,Goals_y,Asissts_y,Yellows_y,Reds_y,Total Shots_y,Passes Attemted_y,Passes Total Distance_y,Short Passes_y,Medium Passes_y,Long Passes_y,Cross Passes_y,Head Pases_y,Tackeled_y,Tackeled Dribbels_y,Pressure Applying_y,Blocks_y,Shots Blocks_y,Clearence_y,Touches_y,Touches Defencive Penalty Area_y,Touches Defencive 3RD_y,Touches Mid 3RD_y,Touches Attacking 3RD_y,Touches Attacking Penalty Area_y,Touches Live Game_y,Dribbels Succes_y,Dribbels Attempted_y,Carries_y,Carries To Distance_y,Carries Proggresive_y,Carries Proggresive Foword_y,Carries Tackeled_y,Reciving Passes_y,Fouls Commited_y,Fouls Drawn_y,Tackele Won_y,looseBallRecovered_y,Aerial Duals Won_y,Aerial Duals Lost_y
Eric Dier,16,20,0,27,18,17,16.5,0.0,0.0,0.0,0.0,6.0,768.0,14938.0,196.0,387.0,176.0,0.0,42.0,8.0,1.0,63.0,24.0,16.0,78.0,908.0,196.0,566.0,372.0,17.0,8.0,885.0,0.0,1.0,551.0,2908.0,1609.0,25.0,0.0,648.0,5.0,6.0,3.0,96.0,41.0,25.0,38.0,37.0,37.6,0.0,0.0,4.0,0.0,16.0,2001.0,38503.0,536.0,938.0,500.0,4.0,94.0,31.0,14.0,211.0,61.0,38.0,196.0,2339.0,405.0,1370.0,1055.0,64.0,22.0,2273.0,3.0,5.0,1451.0,8090.0,4720.0,86.0,2.0,1647.0,27.0,18.0,20.0,325.0,107.0,58.0
Erik Pieters,4,42,2,33,6,4,4.2,0.0,0.0,0.0,0.0,2.0,47.0,641.0,22.0,12.0,10.0,9.0,0.0,8.0,4.0,29.0,4.0,1.0,2.0,64.0,10.0,26.0,28.0,14.0,0.0,57.0,0.0,1.0,31.0,143.0,76.0,1.0,0.0,34.0,6.0,1.0,10.0,7.0,1.0,1.0,25.0,17.0,19.2,0.0,1.0,3.0,0.0,8.0,580.0,7764.0,212.0,222.0,117.0,25.0,41.0,40.0,19.0,213.0,44.0,9.0,42.0,744.0,62.0,245.0,378.0,161.0,9.0,625.0,6.0,8.0,344.0,1629.0,868.0,35.0,12.0,377.0,40.0,30.0,32.0,129.0,20.0,12.0
Ethan Pinnock,2,34,0,28,17,17,16.0,1.0,1.0,0.0,0.0,10.0,762.0,12143.0,229.0,366.0,153.0,15.0,67.0,25.0,8.0,111.0,16.0,4.0,78.0,923.0,136.0,503.0,352.0,108.0,34.0,801.0,1.0,1.0,403.0,2313.0,1208.0,16.0,4.0,490.0,2.0,7.0,18.0,154.0,68.0,35.0,45.0,45.0,44.1,2.0,2.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,27.0,0.0,0.0,0.0
Ezri Konsa,1,20,0,24,17,16,15.7,2.0,0.0,2.0,1.0,12.0,488.0,8249.0,135.0,248.0,97.0,1.0,30.0,12.0,2.0,96.0,28.0,15.0,45.0,623.0,119.0,354.0,248.0,52.0,29.0,606.0,5.0,6.0,355.0,1497.0,725.0,15.0,3.0,397.0,7.0,22.0,8.0,110.0,37.0,29.0,37.0,35.0,35.9,2.0,0.0,3.0,0.0,22.0,1244.0,24313.0,284.0,658.0,280.0,2.0,63.0,34.0,11.0,225.0,65.0,45.0,193.0,1606.0,331.0,942.0,640.0,76.0,31.0,1560.0,6.0,10.0,896.0,3463.0,1382.0,22.0,5.0,972.0,22.0,57.0,22.0,289.0,90.0,62.0
Fabian Delph,7,20,7,32,6,3,2.8,0.0,0.0,1.0,0.0,1.0,125.0,2250.0,54.0,39.0,29.0,1.0,5.0,11.0,4.0,59.0,3.0,0.0,4.0,161.0,9.0,49.0,100.0,21.0,0.0,159.0,4.0,5.0,99.0,487.0,198.0,7.0,2.0,100.0,5.0,2.0,7.0,30.0,0.0,1.0,10.0,4.0,4.6,0.0,0.0,2.0,0.0,3.0,234.0,3586.0,100.0,98.0,31.0,3.0,4.0,5.0,1.0,30.0,4.0,0.0,3.0,264.0,7.0,77.0,162.0,45.0,0.0,254.0,8.0,12.0,198.0,894.0,452.0,17.0,2.0,212.0,5.0,9.0,5.0,29.0,0.0,0.0
Fabian Schär,13,9,0,30,8,8,7.8,0.0,1.0,2.0,0.0,4.0,301.0,5243.0,61.0,108.0,128.0,2.0,15.0,8.0,5.0,56.0,9.0,5.0,36.0,386.0,71.0,240.0,155.0,27.0,4.0,363.0,2.0,4.0,204.0,1297.0,823.0,14.0,2.0,213.0,13.0,5.0,6.0,67.0,16.0,18.0,19.0,13.0,14.1,1.0,0.0,4.0,1.0,11.0,583.0,10909.0,148.0,227.0,203.0,3.0,25.0,19.0,7.0,110.0,24.0,13.0,63.0,737.0,100.0,424.0,312.0,63.0,11.0,684.0,7.0,13.0,443.0,2470.0,1474.0,34.0,6.0,441.0,22.0,15.0,10.0,123.0,20.0,25.0
Fabinho,10,7,7,28,18,14,14.7,1.0,1.0,4.0,0.0,8.0,863.0,14329.0,324.0,389.0,117.0,4.0,33.0,39.0,11.0,236.0,25.0,5.0,27.0,1023.0,39.0,205.0,690.0,172.0,10.0,1009.0,3.0,5.0,641.0,2699.0,1292.0,60.0,10.0,714.0,27.0,26.0,24.0,167.0,27.0,16.0,42.0,38.0,38.5,0.0,0.0,7.0,0.0,15.0,2457.0,45725.0,760.0,1232.0,432.0,3.0,74.0,100.0,35.0,441.0,55.0,16.0,131.0,2831.0,229.0,1123.0,1665.0,208.0,15.0,2772.0,7.0,13.0,1813.0,9116.0,5127.0,184.0,16.0,2036.0,55.0,37.0,69.0,398.0,69.0,61.0
Federico Fernández,13,2,0,32,7,5,5.8,0.0,0.0,0.0,0.0,6.0,214.0,4194.0,46.0,114.0,53.0,0.0,9.0,1.0,0.0,33.0,11.0,9.0,23.0,268.0,59.0,177.0,93.0,12.0,10.0,261.0,0.0,0.0,170.0,845.0,506.0,0.0,1.0,179.0,2.0,2.0,1.0,34.0,10.0,5.0,25.0,25.0,24.1,0.0,0.0,4.0,0.0,6.0,837.0,14632.0,221.0,387.0,209.0,10.0,60.0,35.0,14.0,183.0,51.0,32.0,166.0,1114.0,281.0,724.0,337.0,90.0,13.0,1046.0,0.0,0.0,550.0,2272.0,914.0,10.0,4.0,620.0,16.0,15.0,19.0,158.0,46.0,36.0
Fernandinho,11,7,7,36,15,6,7.7,1.0,1.0,1.0,0.0,9.0,379.0,5920.0,147.0,173.0,52.0,6.0,7.0,18.0,2.0,81.0,6.0,1.0,6.0,435.0,17.0,82.0,301.0,76.0,8.0,429.0,1.0,2.0,311.0,1558.0,795.0,33.0,7.0,343.0,14.0,16.0,14.0,62.0,10.0,11.0,36.0,22.0,24.2,1.0,4.0,12.0,0.0,24.0,1265.0,21242.0,510.0,541.0,199.0,8.0,48.0,43.0,17.0,311.0,23.0,2.0,37.0,1429.0,46.0,226.0,1075.0,233.0,16.0,1398.0,14.0,19.0,1011.0,5041.0,3020.0,168.0,8.0,1111.0,60.0,26.0,40.0,170.0,37.0,22.0
Fernando Marçal,19,7,0,32,10,10,9.6,0.0,0.0,2.0,0.0,5.0,508.0,6908.0,208.0,213.0,68.0,35.0,16.0,23.0,8.0,163.0,25.0,2.0,34.0,634.0,40.0,209.0,256.0,203.0,8.0,543.0,4.0,8.0,346.0,1583.0,955.0,57.0,9.0,380.0,21.0,9.0,14.0,81.0,16.0,11.0,13.0,7.0,6.9,0.0,0.0,2.0,0.0,2.0,370.0,5445.0,168.0,136.0,56.0,10.0,14.0,10.0,2.0,72.0,19.0,2.0,23.0,444.0,26.0,151.0,211.0,106.0,4.0,379.0,7.0,9.0,251.0,1124.0,649.0,21.0,8.0,264.0,16.0,4.0,4.0,56.0,9.0,11.0
Ferrán Torres,11,21,3,21,7,7,5.7,3.0,1.0,0.0,0.0,21.0,82.0,1029.0,38.0,27.0,8.0,2.0,3.0,1.0,0.0,51.0,7.0,1.0,0.0,124.0,0.0,5.0,41.0,81.0,30.0,117.0,5.0,8.0,84.0,325.0,115.0,3.0,6.0,154.0,2.0,1.0,1.0,13.0,1.0,5.0,36.0,24.0,23.4,13.0,3.0,1.0,0.0,62.0,509.0,6653.0,255.0,174.0,56.0,40.0,11.0,20.0,9.0,280.0,20.0,1.0,8.0,730.0,14.0,61.0,266.0,450.0,98.0,708.0,28.0,54.0,544.0,2589.0,1402.0,84.0,35.0,776.0,23.0,29.0,9.0,84.0,14.0,26.0
Folarin Balogun,0,20,3,20,4,2,1.5,0.0,0.0,1.0,0.0,7.0,8.0,60.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,21.0,1.0,0.0,1.0,23.0,1.0,3.0,10.0,12.0,6.0,23.0,0.0,2.0,16.0,50.0,16.0,1.0,2.0,34.0,2.0,2.0,3.0,3.0,1.0,2.0,6.0,0.0,0.9,2.0,1.0,0.0,0.0,5.0,16.0,155.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,32.0,0.0,2.0,11.0,20.0,10.0,31.0,0.0,1.0,21.0,52.0,12.0,0.0,3.0,36.0,1.0,2.0,0.0,1.0,2.0,1.0
Francisco Sierralta,17,11,0,24,5,5,4.7,0.0,0.0,1.0,0.0,1.0,122.0,2693.0,13.0,72.0,34.0,0.0,5.0,3.0,2.0,12.0,3.0,0.0,17.0,153.0,45.0,125.0,34.0,0.0,0.0,149.0,1.0,1.0,89.0,362.0,170.0,0.0,0.0,98.0,5.0,2.0,3.0,20.0,5.0,2.0,29.0,27.0,27.5,1.0,0.0,8.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,23.0,17.0,0.0,0.0,0.0
Francisco Trincão,19,46,5,21,15,10,9.1,1.0,0.0,0.0,0.0,23.0,264.0,3494.0,117.0,101.0,27.0,8.0,12.0,12.0,1.0,173.0,13.0,1.0,0.0,396.0,2.0,50.0,197.0,195.0,29.0,385.0,20.0,50.0,291.0,1566.0,907.0,43.0,16.0,397.0,8.0,12.0,9.0,61.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Onyeka,2,40,7,23,18,10,10.0,0.0,0.0,3.0,0.0,13.0,225.0,3093.0,99.0,88.0,26.0,9.0,16.0,19.0,1.0,168.0,14.0,1.0,10.0,323.0,15.0,72.0,165.0,104.0,13.0,315.0,8.0,13.0,188.0,1038.0,552.0,25.0,14.0,236.0,38.0,22.0,14.0,65.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fraser Forster,15,20,6,33,3,3,3.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,274.0,4532.0,38.0,59.0,169.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,305.0,253.0,303.0,2.0,0.0,0.0,203.0,0.0,0.0,121.0,555.0,325.0,0.0,0.0,115.0,1.0,5.0,0.0,40.0,0.0,0.0
Fred,12,7,7,28,17,16,15.4,2.0,1.0,4.0,0.0,12.0,875.0,13800.0,358.0,364.0,121.0,3.0,27.0,45.0,12.0,406.0,34.0,7.0,20.0,1069.0,42.0,256.0,650.0,200.0,10.0,1046.0,5.0,14.0,633.0,2212.0,992.0,38.0,21.0,754.0,28.0,25.0,28.0,179.0,11.0,7.0,48.0,42.0,41.5,1.0,2.0,10.0,1.0,36.0,2300.0,40616.0,820.0,993.0,401.0,9.0,28.0,109.0,36.0,878.0,93.0,10.0,44.0,2757.0,106.0,727.0,1653.0,555.0,20.0,2689.0,34.0,44.0,1822.0,8549.0,4160.0,149.0,47.0,2029.0,105.0,62.0,75.0,407.0,12.0,23.0
Freddie Woodman,13,20,6,24,5,5,5.0,0.0,0.0,0.0,0.0,0.0,123.0,2481.0,8.0,34.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,128.0,123.0,128.0,0.0,0.0,0.0,79.0,0.0,0.0,54.0,350.0,215.0,0.0,0.0,49.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fábio Silva,19,46,9,19,10,2,1.9,0.0,2.0,1.0,0.0,6.0,12.0,77.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0,0.0,3.0,5.0,10.0,6.0,16.0,0.0,0.0,8.0,30.0,20.0,1.0,0.0,25.0,4.0,5.0,0.0,3.0,2.0,5.0,36.0,15.0,18.8,4.0,3.0,2.0,0.0,57.0,306.0,3155.0,163.0,85.0,28.0,6.0,18.0,10.0,3.0,261.0,12.0,1.0,5.0,491.0,11.0,54.0,232.0,238.0,89.0,469.0,15.0,32.0,300.0,1173.0,580.0,28.0,20.0,682.0,31.0,29.0,7.0,67.0,32.0,76.0
Gabriel Dos Santos,0,7,0,24,16,15,15.0,2.0,0.0,2.0,0.0,15.0,797.0,14926.0,217.0,414.0,158.0,1.0,26.0,18.0,5.0,87.0,21.0,15.0,58.0,925.0,188.0,549.0,398.0,34.0,17.0,903.0,2.0,2.0,635.0,3576.0,1904.0,45.0,0.0,706.0,14.0,15.0,14.0,87.0,34.0,17.0,32.0,31.0,31.2,3.0,1.0,5.0,1.0,20.0,1940.0,35455.0,527.0,950.0,432.0,3.0,53.0,30.0,11.0,196.0,49.0,28.0,142.0,2239.0,325.0,1184.0,1149.0,74.0,30.0,2206.0,5.0,11.0,1584.0,9946.0,5505.0,141.0,6.0,1711.0,34.0,45.0,19.0,255.0,92.0,57.0
Gabriel Jesus,11,7,3,24,20,13,14.1,5.0,8.0,1.0,0.0,41.0,523.0,6733.0,263.0,204.0,27.0,19.0,10.0,13.0,3.0,214.0,17.0,1.0,2.0,702.0,8.0,58.0,277.0,408.0,102.0,690.0,23.0,39.0,556.0,2768.0,1428.0,108.0,32.0,738.0,29.0,11.0,8.0,76.0,10.0,21.0,42.0,30.0,31.6,14.0,4.0,3.0,0.0,77.0,851.0,9755.0,509.0,218.0,47.0,14.0,16.0,27.0,7.0,375.0,25.0,3.0,4.0,1180.0,9.0,62.0,489.0,704.0,182.0,1140.0,55.0,94.0,899.0,4578.0,2314.0,140.0,58.0,1375.0,40.0,69.0,21.0,119.0,17.0,67.0
Giovani Lo Celso,16,2,9,25,12,6,6.1,1.0,1.0,0.0,0.0,11.0,128.0,1555.0,58.0,32.0,19.0,4.0,1.0,8.0,3.0,62.0,6.0,0.0,0.0,173.0,1.0,21.0,86.0,76.0,9.0,161.0,4.0,6.0,124.0,664.0,336.0,19.0,10.0,150.0,6.0,8.0,4.0,18.0,0.0,3.0,25.0,16.0,15.0,3.0,1.0,5.0,0.0,25.0,823.0,11576.0,359.0,291.0,137.0,7.0,16.0,49.0,14.0,386.0,15.0,1.0,10.0,1009.0,22.0,168.0,569.0,347.0,35.0,938.0,23.0,31.0,686.0,3784.0,2126.0,81.0,32.0,816.0,32.0,34.0,34.0,155.0,20.0,29.0
Granit Xhaka,0,9,7,29,10,9,8.3,0.0,1.0,2.0,1.0,8.0,415.0,6577.0,169.0,165.0,64.0,1.0,31.0,17.0,7.0,105.0,10.0,3.0,5.0,479.0,20.0,104.0,300.0,94.0,13.0,465.0,5.0,7.0,308.0,1365.0,700.0,33.0,6.0,344.0,15.0,8.0,8.0,84.0,15.0,10.0,45.0,42.0,41.3,1.0,2.0,9.0,1.0,24.0,2860.0,51981.0,1014.0,1289.0,494.0,9.0,123.0,75.0,40.0,437.0,36.0,8.0,68.0,3135.0,134.0,821.0,1989.0,540.0,17.0,3016.0,17.0,28.0,2275.0,11519.0,6293.0,216.0,23.0,2474.0,67.0,56.0,50.0,399.0,61.0,41.0
Grant Hanley,14,49,0,30,16,16,15.2,1.0,0.0,1.0,0.0,9.0,661.0,13118.0,154.0,330.0,162.0,0.0,49.0,26.0,9.0,130.0,25.0,17.0,72.0,833.0,152.0,531.0,314.0,21.0,15.0,805.0,4.0,6.0,463.0,1887.0,878.0,14.0,1.0,511.0,10.0,14.0,21.0,128.0,51.0,16.0,44.0,43.0,43.5,1.0,0.0,4.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,63.0,25.0,0.0,0.0,0.0
Hakim Ziyech,5,37,7,28,18,13,11.6,3.0,4.0,3.0,0.0,42.0,463.0,5419.0,209.0,149.0,74.0,45.0,8.0,17.0,4.0,194.0,12.0,1.0,5.0,619.0,6.0,35.0,257.0,362.0,56.0,582.0,19.0,36.0,459.0,2028.0,933.0,53.0,21.0,533.0,25.0,28.0,11.0,81.0,8.0,12.0,39.0,23.0,21.1,6.0,4.0,5.0,0.0,56.0,945.0,12195.0,412.0,300.0,177.0,75.0,13.0,19.0,7.0,298.0,20.0,2.0,3.0,1139.0,12.0,97.0,527.0,574.0,56.0,1081.0,24.0,48.0,859.0,3442.0,1672.0,102.0,24.0,1077.0,33.0,27.0,15.0,127.0,6.0,25.0
Hamza Choudhury,9,20,7,24,3,2,1.7,0.0,0.0,0.0,0.0,0.0,44.0,583.0,16.0,19.0,7.0,0.0,4.0,6.0,2.0,30.0,1.0,0.0,2.0,63.0,3.0,18.0,47.0,1.0,0.0,62.0,1.0,1.0,31.0,96.0,17.0,0.0,2.0,39.0,2.0,3.0,2.0,8.0,5.0,0.0,22.0,10.0,9.9,1.0,0.0,1.0,0.0,9.0,493.0,7643.0,204.0,197.0,75.0,4.0,36.0,21.0,7.0,112.0,21.0,3.0,10.0,585.0,15.0,142.0,373.0,93.0,6.0,574.0,0.0,1.0,375.0,1489.0,593.0,17.0,4.0,449.0,15.0,10.0,16.0,96.0,10.0,5.0
Harrison Ashby,18,49,0,20,3,2,2.0,0.0,0.0,0.0,0.0,0.0,62.0,792.0,20.0,29.0,11.0,8.0,4.0,6.0,2.0,12.0,1.0,0.0,5.0,75.0,5.0,22.0,26.0,29.0,0.0,69.0,2.0,3.0,52.0,211.0,100.0,4.0,1.0,53.0,0.0,1.0,5.0,8.0,1.0,1.0,2.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0
Harry Kane,16,20,3,28,21,19,19.5,7.0,2.0,3.0,0.0,46.0,338.0,4173.0,167.0,102.0,40.0,14.0,12.0,9.0,3.0,154.0,6.0,4.0,15.0,500.0,18.0,45.0,264.0,224.0,66.0,474.0,20.0,37.0,331.0,1743.0,792.0,37.0,20.0,659.0,22.0,21.0,5.0,59.0,34.0,48.0,46.0,41.0,42.1,28.0,16.0,2.0,0.0,172.0,1055.0,13772.0,438.0,351.0,193.0,49.0,64.0,20.0,5.0,423.0,32.0,14.0,43.0,1555.0,54.0,153.0,799.0,714.0,188.0,1497.0,50.0,85.0,1003.0,5195.0,2798.0,164.0,73.0,1974.0,31.0,82.0,16.0,170.0,101.0,138.0
Harry Maguire,12,20,0,28,18,18,17.5,1.0,0.0,5.0,1.0,16.0,932.0,18279.0,250.0,449.0,224.0,1.0,42.0,22.0,9.0,97.0,24.0,19.0,88.0,1116.0,167.0,566.0,559.0,59.0,26.0,1086.0,2.0,4.0,685.0,4056.0,2138.0,57.0,5.0,765.0,14.0,14.0,11.0,156.0,61.0,26.0,52.0,51.0,51.7,2.0,1.0,15.0,0.0,53.0,2823.0,56185.0,707.0,1452.0,625.0,4.0,142.0,41.0,19.0,265.0,60.0,34.0,234.0,3300.0,508.0,1680.0,1634.0,247.0,69.0,3215.0,8.0,15.0,2035.0,14176.0,8450.0,249.0,12.0,2322.0,65.0,54.0,29.0,487.0,182.0,58.0
Harry Winks,16,20,7,25,9,5,5.4,0.0,1.0,2.0,0.0,0.0,138.0,2234.0,49.0,55.0,26.0,1.0,3.0,5.0,2.0,58.0,9.0,3.0,3.0,172.0,7.0,51.0,103.0,26.0,1.0,168.0,2.0,4.0,111.0,556.0,228.0,9.0,3.0,121.0,6.0,7.0,4.0,21.0,5.0,1.0,28.0,20.0,20.5,2.0,2.0,6.0,0.0,17.0,1219.0,20002.0,486.0,480.0,211.0,10.0,43.0,36.0,16.0,272.0,28.0,7.0,18.0,1369.0,37.0,305.0,942.0,191.0,4.0,1338.0,9.0,15.0,918.0,3860.0,1807.0,54.0,10.0,1053.0,33.0,24.0,21.0,186.0,16.0,12.0
Harvey Barnes,9,20,5,24,20,18,16.3,4.0,4.0,2.0,0.0,42.0,433.0,4448.0,228.0,132.0,33.0,29.0,11.0,15.0,2.0,166.0,14.0,1.0,5.0,644.0,8.0,60.0,289.0,367.0,90.0,642.0,16.0,51.0,500.0,3362.0,2354.0,125.0,34.0,699.0,17.0,25.0,12.0,67.0,13.0,21.0,35.0,29.0,28.9,13.0,4.0,1.0,0.0,78.0,813.0,9395.0,432.0,247.0,69.0,28.0,37.0,27.0,4.0,273.0,33.0,6.0,15.0,1214.0,22.0,140.0,556.0,677.0,151.0,1211.0,38.0,99.0,923.0,6573.0,4654.0,232.0,59.0,1320.0,28.0,54.0,18.0,169.0,31.0,42.0
Harvey Elliott,10,20,7,18,4,3,2.8,0.0,0.0,0.0,0.0,7.0,184.0,2598.0,89.0,71.0,18.0,5.0,1.0,1.0,0.0,68.0,7.0,0.0,3.0,223.0,1.0,18.0,108.0,113.0,17.0,216.0,2.0,7.0,164.0,742.0,429.0,25.0,1.0,183.0,1.0,6.0,1.0,30.0,1.0,3.0,1.0,1.0,0.6,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Haydon Roberts,3,20,0,19,3,3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hugo Lloris,16,23,6,34,17,17,17.0,0.0,0.0,0.0,0.0,0.0,396.0,8925.0,70.0,96.0,224.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,445.0,408.0,444.0,1.0,0.0,0.0,290.0,0.0,0.0,149.0,630.0,344.0,0.0,0.0,140.0,0.0,3.0,0.0,61.0,0.0,1.0,47.0,47.0,47.7,0.0,0.0,0.0,0.0,0.0,1167.0,23808.0,220.0,302.0,638.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1234.0,1122.0,1230.0,4.0,0.0,0.0,832.0,1.0,1.0,508.0,2086.0,1189.0,0.0,0.0,472.0,0.0,6.0,0.0,167.0,0.0,0.0
Hwang Hee-chan,19,36,5,25,15,12,12.2,4.0,0.0,1.0,0.0,12.0,317.0,4313.0,165.0,97.0,39.0,7.0,10.0,15.0,8.0,152.0,9.0,0.0,6.0,443.0,8.0,68.0,240.0,176.0,39.0,438.0,17.0,37.0,336.0,2002.0,1042.0,52.0,20.0,471.0,21.0,22.0,8.0,54.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hélder Costa,8,1,7,27,2,1,1.2,0.0,0.0,0.0,0.0,3.0,4.0,65.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,1.0,3.0,2.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,8.0,2.0,5.0,0.0,0.0,0.0,1.0,23.0,14.0,13.8,3.0,3.0,0.0,0.0,19.0,328.0,3298.0,180.0,93.0,23.0,21.0,8.0,30.0,9.0,265.0,19.0,0.0,9.0,502.0,13.0,114.0,204.0,228.0,46.0,497.0,19.0,41.0,343.0,1943.0,1213.0,56.0,32.0,507.0,24.0,21.0,17.0,68.0,4.0,25.0
Ibrahima Diallo,15,23,7,22,14,7,8.8,1.0,1.0,2.0,0.0,9.0,229.0,3311.0,109.0,87.0,23.0,2.0,11.0,12.0,5.0,123.0,1.0,0.0,2.0,271.0,10.0,44.0,173.0,67.0,5.0,270.0,10.0,13.0,190.0,883.0,454.0,20.0,5.0,229.0,12.0,13.0,15.0,56.0,7.0,10.0,26.0,14.0,15.3,0.0,0.0,4.0,0.0,15.0,587.0,8755.0,247.0,249.0,76.0,9.0,19.0,30.0,9.0,242.0,14.0,1.0,16.0,714.0,27.0,190.0,450.0,123.0,10.0,706.0,11.0,17.0,458.0,2083.0,1065.0,45.0,21.0,530.0,34.0,24.0,31.0,126.0,8.0,19.0
