Date,Name,Potantial Return,Reason,Status,Team
27/12/2022,Wilfried Zaha,01/01/2022,Suspended,Ruled Out,"Crystal Palace
TRACK
8"
28/12/2022,Wilfried Zaha,01/01/2022,Suspended,Ruled Out,"Crystal Palace
TRACK
6"
29/12/2022,Wilfried Zaha,01/01/2022,Suspended,Ruled Out,"Crystal Palace
TRACK
7"
30/12/2022,Wilfried Zaha,01/01/2022,Suspended,100%,"Crystal Palace
TRACK
7"
31/12/2022,Wilfried Zaha,01/01/2022,Suspended,100%,"Crystal Palace
TRACK
7"
01/01/2022,William Smallbone,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Southampton
02/01/2022,William Smallbone,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Southampton
03/01/2022,William Smallbone,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Southampton
04/01/2022,William Smallbone,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Southampton
29/12/2022,William Smallbone,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Southampton
TRACK
9"
30/12/2022,William Smallbone,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Southampton
TRACK
9"
31/12/2022,William Smallbone,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Southampton
TRACK
9"
04/01/2022,William Troost-Ekong,No Return Date,Other,Ruled Out,Watford
01/01/2022,Willy Boly,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Wolverhampton Wanderers
02/01/2022,Willy Boly,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Wolverhampton Wanderers
03/01/2022,Willy Boly,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Wolverhampton Wanderers
04/01/2022,Willy Boly,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Wolverhampton Wanderers
26/12/2022,Willy Boly,No Return Date,Other,25%,"Wolverhampton Wanderers
TRACK
7"
27/12/2022,Willy Boly,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
28/12/2022,Willy Boly,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
29/12/2022,Willy Boly,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
30/12/2022,Willy Boly,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
31/12/2022,Willy Boly,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
01/01/2022,Yerry Mina,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Everton
02/01/2022,Yerry Mina,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Everton
03/01/2022,Yerry Mina,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Everton
04/01/2022,Yerry Mina,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Everton
26/12/2022,Yerry Mina,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Everton
TRACK
9"
27/12/2022,Yerry Mina,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Everton
TRACK
9"
28/12/2022,Yerry Mina,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Everton
TRACK
9"
29/12/2022,Yerry Mina,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Everton
TRACK
9"
30/12/2022,Yerry Mina,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Everton
TRACK
9"
31/12/2022,Yerry Mina,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Everton
TRACK
9"
01/01/2022,Yerson Mosquera,26/02/2022,Thigh Injury,Ruled Out,Wolverhampton Wanderers
02/01/2022,Yerson Mosquera,26/02/2022,Thigh Injury,Ruled Out,Wolverhampton Wanderers
03/01/2022,Yerson Mosquera,26/02/2022,Thigh Injury,Ruled Out,Wolverhampton Wanderers
04/01/2022,Yerson Mosquera,26/02/2022,Thigh Injury,Ruled Out,Wolverhampton Wanderers
26/12/2022,Yerson Mosquera,No Return Date,Illness,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
27/12/2022,Yerson Mosquera,26/02/2022,Thigh Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
28/12/2022,Yerson Mosquera,26/02/2022,Thigh Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
29/12/2022,Yerson Mosquera,26/02/2022,Thigh Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
30/12/2022,Yerson Mosquera,26/02/2022,Thigh Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
31/12/2022,Yerson Mosquera,26/02/2022,Thigh Injury,Ruled Out,"Wolverhampton Wanderers
TRACK
7"
04/01/2022,Yves Bissouma,No Return Date,Other,Ruled Out,Brighton and Hove Albion
26/12/2022,Yves Bissouma,29/12/2021,Suspended,Ruled Out,"Brighton and Hove Albion
TRACK
8"
27/12/2022,Yves Bissouma,29/12/2021,Suspended,Ruled Out,"Brighton and Hove Albion
TRACK
8"
28/12/2022,Yves Bissouma,29/12/2021,Suspended,Ruled Out,"Brighton and Hove Albion
TRACK
8"
